id,brand,sku,available,product_name,match_id,price,unit_of_size,size,price_per_size,previous_price,discounted,markdown_price,markdown_label,effective_from,effective_until,whole_price,retailer_store_id
43,"Alba Botanica",724742003821,1,"Alba Botanica Sunscreen Active Kids Clear Spray, SPF 50",39,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,1
44,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,1
45,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,13.69,Ounce,1.70,$8.05/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,1
46,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,1
47,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,14.99,Ounce,8.00,$1.87/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,1
48,"Hawaiian Tropic",75486089863,1,"Hawaiian Tropic Island Sport Lotion SPF 15",64,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,1
49,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,1
50,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,13.69,Ounce,6.00,$2.28/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,1
51,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,1
52,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,1
53,"Hawaiian Tropic",75486107901,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,17.99,Ounce,1.70,$10.58/oz,$17.99,0,NULL,NULL,NULL,NULL,NULL,1
54,"Hawaiian Tropic",75486112110,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,17.99,Ounce,3.40,$5.29/oz,$17.99,0,NULL,NULL,NULL,NULL,NULL,1
55,"Hawaiian Tropic",75486112141,1,"Hawaiian Tropic Mineral Skin Nourishing Milk SPF 50",69,19.49,Ounce,3.40,$5.73/oz,$21.49,1,19.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",19.49,1
56,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,17.19,Ounce,3.00,$5.73/oz,$18.99,1,17.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.19,1
57,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,1
58,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,13.49,Ounce,6.00,$2.25/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,1
59,"Hawaiian Tropic",75486105389,1,"Hawaiian Tropic Silk Hydration Weightless Oil Mist SPF 15",72,19.69,Ounce,5.00,$3.94/oz,$19.69,0,NULL,NULL,NULL,NULL,NULL,1
60,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,1
61,"Banana Boat",79656016819,1,"Banana Boat Kid's Sport Lotion, SPF 50",12,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,1
62,"Sol Remedies",7191995160,1,"Sol Remedies Sunscreen Reef Safe",88,19.99,Ounce,4.00,$5.00/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,11
63,"Alba Botanica",724742004385,1,"Alba Sunscreen Sensitive Spf45",38,14.29,Ounce,3.00,$4.76/oz,$14.29,0,NULL,NULL,NULL,NULL,NULL,11
64,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,12.59,Ounce,3.00,$4.20/oz,$13.99,1,12.59,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.59,11
65,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
66,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
67,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
68,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
69,"Ao Organics",602564894,1,"Ao Organics Liquid Sunscreen Tinted",43,27.99,Ounce,4.00,$7.00/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,11
70,"Ao Organics",602592828,1,"Ao Organics Sunscreen Stick Med",42,15.99,Ounce,2.00,$8.00/oz,$17.99,1,15.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",15.99,11
71,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,18.99,Ounce,1.00,$18.99/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,11
72,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,18.99,Ounce,4.00,$4.75/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,11
73,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,15.49,Ounce,4.00,$3.87/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,11
74,"Maui Vera",856930004041,1,"Maui Vera Mineral Sunscreen Spf30",84,24.49,Ounce,6.50,$3.77/oz,$26.99,1,24.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",24.49,11
75,"Maui Vera",856930004058,1,"Maui Vera Mineral Sunscreen Spf30",84,12.99,Ounce,3.00,$4.33/oz,$14.99,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,11
76,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,11
77,"Ao Organics",274145810,1,"Ao Organics Reef Safe Sunscreen Lot",41,24.99,Ounce,4.00,$6.25/oz,$27.99,1,24.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",24.99,11
78,"Sun Bum",871760001954,1,"Sun Bum Sunscreen Spray, SPF 15",101,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
79,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,11
80,"Alba Botanica",724742003814,1,"Alba Botanica Sunscreen Sensitive Spray, SPF 50",40,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,11
81,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,13.19,Ounce,8.00,$1.65/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,11
82,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,11
83,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,11
84,"Alba Botanica",724742008437,1,"Alba Botanica Hawaiian Sunscreen, Nourishing Coconut SPF 50",32,20.49,Ounce,6.00,$3.42/oz,$20.49,0,NULL,NULL,NULL,NULL,NULL,11
85,"Alba Botanica",724742003906,1,"Alba Botanica Sunscreen Lotion, Sport Protection, SPF 45",33,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,11
86,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,11
87,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,11
88,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.99,Ounce,8.00,$1.62/oz,$14.59,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,11
89,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,11.49,Ounce,10.00,$1.15/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,11
90,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,11.99,Ounce,6.00,$2.00/oz,$13.29,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,11
91,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,11
92,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,11
93,"Sun Bum",871760000339,1,"Sun Bum Travel Size Moisturizing Sunscreen Lotion SPF70",95,12.59,Ounce,3.00,$4.20/oz,$13.99,1,12.59,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.59,11
94,"Alba Botanica",724742008253,1,"Alba Botanica Hawaiian Sunscreen Soothing Aloe Vera Spf 30",34,15.29,Ounce,4.00,$3.82/oz,$15.29,0,NULL,NULL,NULL,NULL,NULL,11
95,"Alba Botanica",724742008277,1,"Alba Botanica Hawaiian Sunscreen, Revitalizing Green Tea Spf 45",37,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,11
96,"Alba Botanica",724742003821,1,"Alba Botanica Sunscreen Active Kids Clear Spray, SPF 50",39,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,11
97,"Banana Boat",79656000252,1,"Banana Boat Sunscreen, Spray, Deep Tanning Oil, SPF 4",13,11.69,Ounce,8.00,$1.46/oz,$11.69,0,NULL,NULL,NULL,NULL,NULL,11
98,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,11
99,Coola,857724008245,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",54,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,11
100,Coola,857724008252,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango",53,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,11
101,Coola,857724008962,1,"Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut",14,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,11
102,Coola,857724008986,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free",15,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,11
103,Coola,857724008979,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Guava Mango",16,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,11
104,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,14.99,Ounce,8.00,$1.87/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,11
105,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,13.69,Ounce,8.00,$1.71/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,11
106,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,14.99,Ounce,6.00,$2.50/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,11
107,"Sun Bum",871760008137,1,"Sun Bum Mineral Spray SPF 50",100,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,11
108,"Sun Bum",840155600621,1,"Sun Bum Face Lotion SPF 70",94,18.99,Ounce,18.00,$1.06/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,11
109,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,17.19,Ounce,3.00,$5.73/oz,$18.99,1,17.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.19,11
110,"Sun Bum",840155602113,1,"Sun Bum SPF 30 Oil Spray",93,24.99,Ounce,5.00,$5.00/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,11
111,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,13.49,Ounce,6.00,$2.25/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,11
112,"Sun Bum",871760007727,1,"Sun Bum Mineral Lotion Face SPF 30",90,24.99,Each,1.00,NULL,$24.99,0,NULL,NULL,NULL,NULL,NULL,11
113,"Sun Bum",840155602090,1,"Sun Bum SPF 50 Lotion Roll-on",89,20.99,Ounce,3.00,$7.00/oz,$20.99,0,NULL,NULL,NULL,NULL,NULL,11
114,"Sun Bum",840155602120,1,"Sun Bum Glow SPF 30 Lotion",96,22.99,Each,1.00,NULL,$22.99,0,NULL,NULL,NULL,NULL,NULL,11
115,"Hawaiian Tropic",75486132309,1,"Hawaiian Tropic Lip Balm SPF30",80,3.50,Ounce,0.15,$23.33/oz,$3.99,1,3.50,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",3.50,11
116,"Sol Remedies",7191995160,1,"Sol Remedies Sunscreen Reef Safe",88,19.99,Ounce,4.00,$5.00/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,3
117,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,3
118,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,3
119,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,16.99,Ounce,1.00,$16.99/oz,$18.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,3
120,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,16.99,Ounce,4.00,$4.25/oz,$18.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,3
121,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,13.49,Ounce,4.00,$3.37/oz,$15.49,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,3
122,"Maui Vera",856930004058,1,"Maui Vera Mineral Sunscreen Spf30",84,14.99,Ounce,3.00,$5.00/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,3
123,"Ao Organics",274145810,1,"Ao Organics Reef Safe Sunscreen Lot",41,27.99,Ounce,4.00,$7.00/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,3
124,"Alba Botanica",724742003814,1,"Alba Botanica Sunscreen Sensitive Spray, SPF 50",40,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,3
125,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,3
126,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,3
127,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,3
128,"Alba Botanica",724742008437,1,"Alba Botanica Hawaiian Sunscreen, Nourishing Coconut SPF 50",32,20.49,Ounce,6.00,$3.42/oz,$20.49,0,NULL,NULL,NULL,NULL,NULL,3
129,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.99,Ounce,8.00,$1.62/oz,$14.59,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,3
130,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,3
131,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,17.19,Ounce,3.00,$5.73/oz,$18.99,1,17.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.19,3
132,"Sol Remedies",7191995160,1,"Sol Remedies Sunscreen Reef Safe",88,19.99,Ounce,4.00,$5.00/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,37
133,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,12.59,Ounce,3.00,$4.20/oz,$13.99,1,12.59,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.59,37
134,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
135,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
136,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
137,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,20.69,Ounce,8.00,$2.59/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
138,"Ao Organics",602564894,1,"Ao Organics Liquid Sunscreen Tinted",43,27.99,Ounce,4.00,$7.00/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,37
139,"Ao Organics",602592828,1,"Ao Organics Sunscreen Stick Med",42,17.99,Ounce,2.00,$9.00/oz,$17.99,0,NULL,NULL,NULL,NULL,NULL,37
140,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,16.99,Ounce,1.00,$16.99/oz,$18.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,37
141,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,16.99,Ounce,4.00,$4.25/oz,$18.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,37
142,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,13.49,Ounce,4.00,$3.37/oz,$15.49,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,37
143,"Maui Vera",856930004041,1,"Maui Vera Mineral Sunscreen Spf30",84,26.99,Ounce,6.50,$4.15/oz,$26.99,0,NULL,NULL,NULL,NULL,NULL,37
144,"Maui Vera",856930004058,1,"Maui Vera Mineral Sunscreen Spf30",84,14.99,Ounce,3.00,$5.00/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,37
145,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,37
146,"Ao Organics",274145810,1,"Ao Organics Reef Safe Sunscreen Lot",41,27.99,Ounce,4.00,$7.00/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,37
147,"Sun Bum",871760001954,1,"Sun Bum Sunscreen Spray, SPF 15",101,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
148,Neutrogena,86800110804,1,"Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50",1,19.99,Each,1.00,NULL,$19.99,0,NULL,NULL,NULL,NULL,NULL,37
149,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,10.99,Ounce,8.00,$1.37/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,37
150,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,13.19,Ounce,8.00,$1.65/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,37
151,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,37
152,"Hawaiian Tropic",75486087425,1,"Hawaiian Tropic Sunscreen Tanning Lotion, Spf 4",79,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,37
153,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,20.69,Ounce,6.00,$3.45/oz,$22.99,1,20.69,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",20.69,37
154,Neutrogena,86800112945,1,"Neutrogena Neutrogena Sheer Zinc Kids Mineral Sunscreen Broad Spectrum SPF 50+",17,16.99,Ounce,3.00,$5.66/oz,$16.99,0,NULL,NULL,NULL,NULL,NULL,37
155,Neutrogena,86800110828,1,"Neutrogena Pure & Free Baby Sunscreen Lotion Broad Spectrum SPF 50",4,19.99,Ounce,3.00,$6.66/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,37
156,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,15.49,Ounce,6.00,$2.58/oz,$15.49,0,NULL,NULL,NULL,NULL,NULL,37
157,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,37
158,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,11.49,Ounce,8.00,$1.44/oz,$12.99,1,11.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.49,37
159,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.99,Ounce,8.00,$1.62/oz,$14.59,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,37
160,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,11.99,Ounce,10.00,$1.20/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,37
161,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,11.99,Ounce,6.00,$2.00/oz,$13.29,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,37
162,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,11.99,Ounce,8.00,$1.50/oz,$13.69,1,11.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",11.99,37
163,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,13.49,Ounce,8.00,$1.69/oz,$14.99,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,37
164,"Sun Bum",871760000339,1,"Sun Bum Travel Size Moisturizing Sunscreen Lotion SPF70",95,12.59,Ounce,3.00,$4.20/oz,$13.99,1,12.59,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.59,37
165,"Banana Boat",79656044836,1,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,13.99,Ounce,6.00,$2.33/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,37
166,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,12.49,Ounce,6.00,$2.08/oz,$13.99,1,12.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.49,37
167,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,13.69,Ounce,1.70,$8.05/oz,$13.69,0,NULL,NULL,NULL,NULL,NULL,37
